iter	TotalF1	MultiClass
221	0.6092783807	1.086516412
222	0.6104926814	1.085044816
223	0.6113531251	1.0835409
224	0.6114612066	1.082685346
225	0.6119089869	1.081750674
226	0.6122921075	1.081151997
227	0.6129179089	1.079897714
228	0.6142089267	1.07867932
229	0.6147670745	1.077767351
230	0.6156913918	1.076687901
231	0.6152416516	1.075964782
232	0.6168605849	1.074732982
233	0.617056315	1.074357299
234	0.6178586527	1.073436738
235	0.6177049773	1.072904549
236	0.6182490629	1.071915834
237	0.6177537526	1.070876937
238	0.6182760645	1.070225713
239	0.6187624829	1.069585502
240	0.6197943101	1.068922301
241	0.620097908	1.068207729
242	0.6206236147	1.066161553
243	0.6207663866	1.064963302
244	0.6213850318	1.064232918
245	0.6216390197	1.063478354
246	0.6222445591	1.062835202
247	0.6224309288	1.061965887
248	0.6226499382	1.060784597
249	0.6230680044	1.059698383
250	0.623785178	1.05804902
251	0.6252060753	1.056938884
252	0.6253867329	1.056327123
253	0.6274784908	1.055085599
254	0.6270697439	1.053948231
255	0.6269699954	1.053641414
256	0.6265739685	1.052735627
257	0.6267420156	1.051635421
258	0.626963636	1.051203581
259	0.6274832132	1.050409123
260	0.6281777539	1.049613535
261	0.6287838962	1.048473336
262	0.6288521359	1.04757388
263	0.6283944675	1.04668989
264	0.6290180275	1.045734525
265	0.6286814246	1.044529951
266	0.6291012249	1.043573661
267	0.6298092958	1.043010557
268	0.629474044	1.042249155
269	0.6306148261	1.041374063
270	0.6304275712	1.04021781
271	0.6308727135	1.039604485
272	0.6301818389	1.038630309
273	0.6301970439	1.038335625
274	0.6306451917	1.036932752
275	0.6311263158	1.036388698
276	0.6318305474	1.035876502
277	0.633178096	1.034464874
278	0.6340427664	1.033721928
279	0.6342307615	1.032547306
280	0.6349595131	1.031224073
281	0.6357527891	1.029853424
282	0.63596499	1.029482415
283	0.6360645595	1.02843791
284	0.6368760366	1.027179512
285	0.6375354968	1.02634899
286	0.6384266061	1.025673947
287	0.6379575201	1.024811777
288	0.6389703375	1.024182529
289	0.6392872855	1.023941908
290	0.6403940937	1.023398335
291	0.6403996525	1.023036202
292	0.640810509	1.022488591
293	0.6416713619	1.021820669
294	0.642095635	1.021295048
295	0.6421752684	1.020461238
296	0.6429750641	1.019892773
297	0.6430098293	1.019291299
298	0.6436597852	1.018365212
299	0.6438636072	1.017765017
300	0.6445488882	1.017490419
301	0.6448316062	1.016879626
302	0.6452786673	1.016226493
303	0.6460148769	1.015576342
304	0.6460152863	1.014840261
305	0.6468022143	1.014082652
306	0.6473876532	1.012865549
307	0.6476735575	1.012314382
308	0.648401145	1.011542105
309	0.6482039702	1.011011489
310	0.6484061381	1.010490042
311	0.6484616599	1.009669712
312	0.6488947833	1.00894869
313	0.6492439313	1.008172456
314	0.6494045312	1.007272217
315	0.6490487175	1.006766418
316	0.650253856	1.005664352
317	0.6508128968	1.005249423
318	0.6511384203	1.004638546
319	0.651232875	1.003881151
320	0.650996995	1.003568555
321	0.6511972765	1.002950118
322	0.6517847971	1.002151192
323	0.6515575028	1.00130601
324	0.6524583053	1.000570722
325	0.6539445471	0.9993165152
326	0.6543748227	0.9985499992
327	0.6541817823	0.9979922028
328	0.6546671334	0.9969982737
329	0.654856568	0.9961881484
330	0.6554567624	0.9953265422
331	0.6556929059	0.9946173328
332	0.6563184362	0.9936119534
333	0.656336111	0.9930867839
334	0.6562375205	0.9919061001
335	0.6564925108	0.9916804712
336	0.6568909688	0.9911064548
337	0.6573299132	0.9903797352
338	0.6577354554	0.9895747663
339	0.6589508367	0.9887110671
340	0.6586355107	0.9883686799
341	0.6597487737	0.9878990713
342	0.6598149428	0.9871526875
343	0.6597442407	0.9860458437
344	0.6604900095	0.9850065368
345	0.6605134977	0.984283736
346	0.6607478957	0.9837989252
347	0.6612927603	0.9831715819
348	0.661444206	0.9828255494
349	0.6618643289	0.9820107278
350	0.6618843897	0.98151868
351	0.6619548897	0.9810388731
352	0.6624342689	0.9804371723
353	0.6627360093	0.9798913749
354	0.6633488566	0.9791467026
355	0.6634595062	0.9783716478
356	0.6631860063	0.9773741096
357	0.6633727185	0.976552248
358	0.6639719136	0.976002434
359	0.6643049355	0.9753101581
360	0.6655406692	0.9745980824
361	0.6660158748	0.9736463389
362	0.6675054055	0.9727845946
363	0.6676781735	0.9722225223
364	0.6673664191	0.9716871578
365	0.668269862	0.9710173705
366	0.6685269339	0.9701572661
367	0.6695609017	0.9695041216
368	0.6699928088	0.9689195729
369	0.6702288296	0.9682357706
370	0.6709270152	0.9676591307
371	0.6712155463	0.9670974773
372	0.671606196	0.9664376645
373	0.6721113935	0.9654768033
374	0.6729323442	0.964975745
375	0.6732922866	0.9642111787
376	0.6740854283	0.9632353545
377	0.6739712293	0.9619053866
378	0.6737740684	0.9613661276
379	0.6741653332	0.9601271136
380	0.6751001773	0.9593905651
381	0.6749525746	0.9585027813
382	0.6749582738	0.9580388377
383	0.6759979315	0.9575629092
384	0.6764084202	0.9569701602
385	0.676650176	0.9563899975
386	0.6767687509	0.9556207635
387	0.6776667663	0.9546807775
388	0.6780235493	0.9542816765
389	0.6779443381	0.9536074632
390	0.6779920834	0.9527562077
391	0.6789432367	0.9523176084
392	0.6793114346	0.9519003864
393	0.6796620092	0.951305551
394	0.6802271356	0.9508291017
395	0.680225048	0.9504224185
396	0.6801259829	0.9500682158
397	0.6807255183	0.9496387413
398	0.6807486195	0.9489475268
399	0.680466532	0.9486802131
400	0.6808539508	0.9475598084
401	0.6809516639	0.9469389838
402	0.6813594861	0.9463765557
403	0.6818399885	0.9458947661
404	0.6812335469	0.9456203168
405	0.6819233674	0.9452735969
406	0.6822221945	0.9446149988
407	0.6824401726	0.94433418
408	0.682562267	0.9437791429
409	0.6829231669	0.9432721964
410	0.6831178149	0.9422292635
411	0.6830982669	0.9415635374
412	0.683567345	0.9411170157
413	0.683437684	0.9407368703
414	0.6837804257	0.9405738524
415	0.6840349771	0.93962982
416	0.6838826954	0.9388184298
417	0.6847038686	0.9380064051
418	0.684754191	0.9374782327
419	0.685551411	0.9369255186
420	0.6856859987	0.9361416548
421	0.6864202592	0.9355906276
422	0.6864279654	0.9349824012
423	0.6869116379	0.9342969907
424	0.6869317553	0.9335084689
425	0.6867577995	0.932774729
426	0.6869549021	0.9324006271
427	0.6874657614	0.9319595434
428	0.6882659338	0.9313740974
429	0.6885627898	0.9303741901
430	0.6885258447	0.9296317244
431	0.6891788929	0.9288162556
432	0.6896753521	0.9280335733
433	0.6900577297	0.9273141473
434	0.6902839894	0.9268006091
435	0.6905791709	0.92547949
436	0.6904803524	0.9248912994
437	0.6907164166	0.9243752632
438	0.6907329653	0.924009669
439	0.6913162883	0.9234904646
440	0.6924999137	0.9226896408
441	0.6930227561	0.9218438241
442	0.6926673885	0.9210289464
443	0.6936951494	0.920038384
444	0.6944482938	0.9192658049
445	0.6951073825	0.9182647318
446	0.6962507122	0.9171514199
447	0.6965677719	0.9165177877
448	0.6966139064	0.9157350851
449	0.696683136	0.9154907972
450	0.6971169545	0.9148656905
451	0.6977068532	0.9143358546
452	0.6977662193	0.9135844879
453	0.6985796489	0.9129373232
454	0.6989570568	0.9124818085
455	0.6990388385	0.9116941026
456	0.6988906253	0.9112277166
457	0.6991015735	0.9105608421
458	0.6991710157	0.9097715685
459	0.6994711143	0.9087703311
460	0.7002907959	0.9080192975
461	0.7006445858	0.9073162315
462	0.7007800683	0.9069390596
463	0.700954341	0.9066484462
464	0.70173803	0.906267077
465	0.7026438347	0.9054133591
466	0.7022028469	0.9049568327
467	0.70223274	0.9040219028
468	0.7026853879	0.9034070159
469	0.7032646788	0.9030048178
470	0.7031376073	0.902112649
471	0.703201443	0.9012545868
472	0.7032489958	0.9005468204
473	0.7036661809	0.9001663753
474	0.7047297655	0.89943433
475	0.7051940515	0.8986867108
476	0.7058730102	0.8978420181
477	0.705982344	0.8971429839
478	0.706076047	0.8963778429
479	0.7060720255	0.8959041057
480	0.7059732552	0.8953262156
481	0.7064301162	0.8947930441
482	0.7066610955	0.8943510594
483	0.7071592846	0.8938744304
484	0.707715289	0.8923168507
485	0.7081074652	0.8920387328
486	0.7083788724	0.891518401
487	0.7094258317	0.8904082596
488	0.7101133277	0.889859001
489	0.7104037603	0.8887869615
490	0.7118757297	0.88821596
491	0.711871939	0.8873942652
492	0.7124017921	0.886787606
493	0.7128664947	0.8859352516
494	0.713131198	0.8850383845
495	0.7134040135	0.88425122
496	0.7138618764	0.8833914067
497	0.7141271761	0.8831440155
498	0.7150136448	0.8818825668
499	0.7153273621	0.8805459094
500	0.7163964515	0.8798634774
501	0.7169127583	0.8790806192
502	0.7168122849	0.8783473971
503	0.7171961628	0.8780204633
504	0.7176731484	0.8773416296
505	0.7181677013	0.8766305569
506	0.718252958	0.8758847422
507	0.7193507118	0.8751365755
508	0.7191513406	0.8746596601
509	0.7202366935	0.8738476294
510	0.7200543513	0.8732860753
511	0.7202331868	0.8728443481
512	0.7210094584	0.8722986675
513	0.7213692969	0.8715623862
514	0.722238528	0.871120817
515	0.7226088272	0.8703553179
516	0.7229420509	0.8699124828
517	0.7227788989	0.8694828687
518	0.7226981775	0.8689885087
519	0.7230689472	0.8683004877
520	0.7228456016	0.8676786339
521	0.7231711057	0.8672078131
522	0.7243844375	0.8665069429
523	0.724713573	0.8656819721
524	0.7245900992	0.8650823028
525	0.7247851327	0.8643379669
526	0.7248381113	0.8640687174
527	0.7250100369	0.8638245072
528	0.7254570909	0.8630602967
529	0.7262101278	0.8625390146
530	0.7268855189	0.8615758219
531	0.7267499456	0.861148968
532	0.7265786665	0.8607501826
533	0.7269879871	0.8600387051
534	0.7270979897	0.8593812916
535	0.7272984161	0.8589246203
536	0.727588889	0.8583523552
537	0.7280951074	0.857860637
538	0.7280732714	0.8574000413
539	0.7289520262	0.8564626311
540	0.7287322359	0.855691244
541	0.72914387	0.8546445068
542	0.7292746959	0.8538579528
543	0.729136253	0.8533346351
544	0.7297265988	0.8527396111
545	0.7298395599	0.8523178082
546	0.7300742873	0.8520700325
547	0.7302753069	0.8514697779
548	0.7307112979	0.8512219457
549	0.7307746331	0.8510676672
550	0.7309932428	0.8505627474
551	0.7312202257	0.849731231
552	0.7321332318	0.8490312264
553	0.7321815499	0.8485617947
554	0.7326749667	0.8476975638
555	0.732999951	0.8471396702
556	0.7330447823	0.8463359628
557	0.7333106492	0.8460033172
558	0.7335684588	0.8453377249
559	0.7332447876	0.8450960398
560	0.7338391537	0.8446181117
561	0.7341176878	0.8438400948
562	0.7342508656	0.8435632299
563	0.7352480014	0.8427862219
564	0.735397781	0.8421915074
565	0.7348222878	0.8414284667
566	0.7352000728	0.8407371113
567	0.7349070332	0.840115703
568	0.7351819736	0.8397405063
569	0.7353204311	0.8391557393
570	0.7362556758	0.8382711037
571	0.7366259555	0.8371292766
572	0.7364153456	0.836586866
573	0.7373699035	0.8361580969
574	0.7370680192	0.8355170291
575	0.7376043669	0.8349671789
576	0.7372295808	0.8348337424
577	0.7384290169	0.8340283973
578	0.7392360377	0.8334407903
579	0.7395105905	0.8328774755
580	0.739809399	0.8320983007
581	0.740308794	0.8315285943
582	0.7412479299	0.8304059761
583	0.741291411	0.8296034847
584	0.7413281534	0.829085858
585	0.7418506722	0.8285451531
586	0.7427383593	0.8278114194
587	0.7428781957	0.827134256
588	0.7438910581	0.8265224117
589	0.744026942	0.8260261837
590	0.744222294	0.8256310208
591	0.7441331669	0.8248364486
592	0.7441179537	0.8241192501
593	0.744176148	0.8236791847
594	0.7448787821	0.8228763762
595	0.7449519897	0.8224592162
596	0.7456883354	0.8215701336
597	0.7461283748	0.8211286178
598	0.746533123	0.8204252787
599	0.7463024566	0.8202175039
600	0.7466935296	0.8188660086
601	0.7468207488	0.8183091187
602	0.7471009367	0.8179255529
603	0.747434371	0.8166582307
604	0.7474094346	0.8159033324
605	0.7478886511	0.8152555568
606	0.7479408972	0.8146875193
607	0.7484256936	0.8142207451
608	0.7481854407	0.813711237
609	0.7487570268	0.8128976129
610	0.7487582985	0.8123680005
611	0.7492689559	0.8120823861
612	0.7505660379	0.811457402
613	0.7507161041	0.8110790827
614	0.7507050671	0.8108301488
615	0.7508011645	0.8103845985
616	0.7512157149	0.8093357495
617	0.7518495991	0.8085347541
618	0.7522232412	0.8080757522
619	0.7525140027	0.8075038925
620	0.7529688801	0.8067770716
621	0.753749345	0.8060453494
622	0.7541225794	0.8055738922
623	0.754618448	0.8048915112
624	0.7548914552	0.8043326666
625	0.754863429	0.8037384744
626	0.7551037057	0.8032404888
627	0.7545958805	0.8027049939
628	0.7550826587	0.8020598782
629	0.7558005966	0.800917955
630	0.7557982369	0.8000120156
631	0.755792092	0.799578329
632	0.7562997205	0.798879339
633	0.7572063248	0.7979691061
634	0.7571995888	0.7973531519
635	0.7582230546	0.7967660893
636	0.7583964264	0.7960964527
637	0.7595025698	0.795669458
638	0.7593065727	0.7950834114
639	0.7598898772	0.7946170569
640	0.7602941616	0.7940827946
641	0.7603003532	0.7935199773
642	0.7608141083	0.7932151894
643	0.7607207445	0.7929983487
644	0.7614613356	0.7925878788
645	0.7616629116	0.7919834661
646	0.7616463187	0.7916034944
647	0.7619629397	0.7911866385
648	0.762784452	0.7903588498
649	0.7637918517	0.7896457831
650	0.7641383374	0.7892333404
651	0.7642074253	0.7886905756
652	0.7639234572	0.7884398705
653	0.7636113553	0.787379921
654	0.7637686297	0.7868278084
655	0.7635098279	0.7863784801
656	0.764633371	0.7853464065
657	0.7650394007	0.7849860892
658	0.7648355614	0.7840860136
659	0.7649735428	0.7836174089
660	0.7655683986	0.7831000607
661	0.7661388935	0.7822613116
662	0.7671384916	0.7815773168
663	0.7672276184	0.7812080211
664	0.7675903928	0.7807224077
665	0.7677426878	0.7799382687
666	0.768150339	0.7794899173
667	0.7685166746	0.7790736719
668	0.7687123908	0.778330142
669	0.7688644947	0.7777298011
670	0.7693771843	0.7772615126
671	0.769382766	0.7768508345
672	0.7693040207	0.7762043744
673	0.7693693826	0.7756086269
674	0.76929294	0.7752299006
675	0.7700731048	0.774348642
676	0.7707062215	0.7736027007
677	0.7713174437	0.7732197403
678	0.7715566723	0.7727889952
679	0.7719958098	0.7722975827
680	0.7722611992	0.7717768579
681	0.7726260182	0.7713095869
682	0.7731787429	0.7707938963
683	0.7730485883	0.7700590267
684	0.7733913275	0.7696548183
685	0.773897566	0.7691844108
686	0.774651097	0.7688595119
687	0.7751675724	0.7680561721
688	0.7752341661	0.7676763305
689	0.77532512	0.7671529688
690	0.7758133816	0.7663992556
691	0.7758935227	0.7656713233
692	0.7766807203	0.7651568259
693	0.7771458709	0.7645250683
694	0.777614947	0.7637725846
695	0.7776862905	0.7634670725
696	0.7784855854	0.7625702597
697	0.7786222567	0.7623685811
698	0.7781347653	0.7618999379
699	0.7782000332	0.7612938193
700	0.778441384	0.7609276875
701	0.7790708601	0.7602791431
702	0.7790055766	0.759720211
703	0.7795192156	0.7593256943
704	0.7795579606	0.7584627947
705	0.7800580567	0.7578753827
706	0.780158324	0.7573712184
707	0.7807346015	0.7561631897
708	0.7809076093	0.7558392042
709	0.7811466483	0.7554842238
710	0.7815773261	0.7549354623
711	0.7823154733	0.7544527443
712	0.7829566207	0.7535679506
713	0.7829663628	0.7530613669
714	0.7828599128	0.7526808535
715	0.7834319781	0.7522348192
716	0.7836562981	0.7511948377
717	0.7837929118	0.7504483742
718	0.7847873014	0.7497881756
719	0.7845689057	0.749567965
720	0.7851446981	0.7491063153
721	0.785217323	0.748940822
722	0.78554726	0.7485621518
723	0.7855240787	0.7479086444
724	0.7857262172	0.7474573903
725	0.7859099031	0.747135219
726	0.7862946007	0.7467940607
727	0.7864742681	0.7460460716
728	0.7872802201	0.7453586003
729	0.7871774654	0.7446052511
730	0.7884934359	0.7434813221
731	0.7887329082	0.7431857619
732	0.7889832664	0.7426995187
733	0.7891664495	0.742366938
734	0.7894639192	0.7419421192
735	0.7897474283	0.7415083171
736	0.7898088239	0.7405387537
737	0.7896081498	0.7403421247
738	0.7898471764	0.7397246112
739	0.7895786458	0.7390576006
740	0.790746004	0.7382854429
741	0.791507982	0.7375356768
742	0.7916539443	0.737229053
743	0.7917788217	0.7364756794
744	0.7922112089	0.7357782782
745	0.7918678743	0.7353501387
746	0.7916851128	0.7349075931
747	0.7923257848	0.7343076731
748	0.7923170568	0.7342009867
749	0.7928894886	0.733718275
750	0.7929729394	0.7331765365
751	0.7934638612	0.7324644674
752	0.7939790453	0.7317667329
753	0.7942183453	0.7313233576
754	0.794418978	0.7304551973
755	0.794495877	0.7301709307
756	0.7949156357	0.7298395786
757	0.7952305555	0.7290178169
758	0.7956927696	0.7285839604
759	0.7951741081	0.72820343
760	0.7955733603	0.7277778349
761	0.7961168193	0.7269230339
762	0.7969317746	0.7260647037
763	0.796988809	0.7258445675
764	0.7973666708	0.7252323959
765	0.7974551813	0.7248998318
766	0.7977999016	0.7243623279
767	0.7983604759	0.7239125153
768	0.7988354327	0.7232795064
769	0.7994540725	0.7225989158
770	0.7992489632	0.7221542342
771	0.7990377989	0.7219465209
772	0.7997743395	0.7215317084
773	0.7994396089	0.7212210722
774	0.7995631959	0.7209445292
775	0.7996918986	0.7203376718
776	0.7998017923	0.7200398531
777	0.8001469704	0.7193356504
778	0.8003657733	0.7191991397
779	0.8003284	0.7187842972
780	0.8009393005	0.7182575061
781	0.8015831636	0.7176872964
782	0.8018355328	0.7169749111
783	0.8020324351	0.7163792093
784	0.8022130942	0.716020921
785	0.8026879038	0.715410676
786	0.8030090671	0.7144983432
787	0.8031711723	0.714008136
788	0.8033776929	0.7136773188
789	0.803607155	0.7133641687
790	0.8038478838	0.7131370661
791	0.8036010524	0.7122211829
792	0.8038812176	0.7115355033
793	0.8042991299	0.7110796178
794	0.8047479429	0.710504073
795	0.8046531454	0.7101035208
796	0.8057455724	0.7093193799
797	0.8059318876	0.7088711456
798	0.8066691193	0.7082478663
799	0.8067368259	0.7080134344
800	0.806308908	0.7075945321
801	0.8066880384	0.7073755368
802	0.8072283023	0.70702801
803	0.8072442238	0.706500027
804	0.8072644215	0.7062520009
805	0.8073151637	0.7057550469
806	0.8078383283	0.7050453392
807	0.8078511906	0.704875337
808	0.8083799629	0.7041555236
809	0.8086338676	0.7035519914
810	0.8086893314	0.7024174308
811	0.8090370826	0.7018536679
812	0.8086053506	0.70123219
813	0.8091296425	0.7008925026
814	0.8092521639	0.7006413285
815	0.8092981863	0.7000688383
816	0.8096978181	0.6996913636
817	0.8097440668	0.6990906522
818	0.8097233841	0.6985480497
819	0.811066404	0.6978010137
820	0.8113406046	0.6976115225
821	0.8112177119	0.6970796738
822	0.8115083814	0.6963411468
823	0.8115758419	0.6959562964
824	0.8116148015	0.6954037917
825	0.811721521	0.6951271978
826	0.8125356561	0.6945236153
827	0.8124517119	0.6942341755
828	0.8124661453	0.6938369884
829	0.8131145712	0.6931388309
830	0.8131665797	0.6928633454
831	0.8133789822	0.6921695028
832	0.813653518	0.6917471236
833	0.8140666895	0.6914606418
834	0.8138615267	0.6907430186
835	0.8141811365	0.6906277112
836	0.8137651993	0.6900550056
837	0.8145160993	0.6895550301
838	0.8149452621	0.6892052399
839	0.8155006538	0.6883408204
840	0.8164133999	0.68782108
841	0.8165884523	0.6873417736
842	0.8165840194	0.6868574874
843	0.8160996767	0.6865973979
844	0.8166136973	0.6858366686
845	0.8169863057	0.685348302
846	0.8175303454	0.6848987349
847	0.817585313	0.6846458023
848	0.8177396518	0.6845026373
849	0.8178730723	0.6839149345
850	0.81788189	0.6836649506
851	0.8177307658	0.6830222384
852	0.818478893	0.6823109381
853	0.8184671747	0.6817762491
854	0.819173642	0.6813890265
855	0.8194333322	0.6812211375
856	0.8191425026	0.6805948321
857	0.819546486	0.680067802
858	0.8203985417	0.6795026835
859	0.8206755892	0.6792816848
860	0.8206060884	0.6787353975
861	0.8209209989	0.6783715121
862	0.8214086381	0.6780972935
863	0.8213932722	0.6774774538
864	0.8219471884	0.6771559516
865	0.8229664154	0.6767365824
866	0.8227021358	0.676457415
867	0.82384979	0.675618381
868	0.8237841667	0.6744968243
869	0.8240365962	0.6741299935
870	0.8236493194	0.6734828738
871	0.8239628537	0.6730599569
872	0.8243287634	0.6723263199
873	0.8249787569	0.6718655653
874	0.8256392337	0.6713571668
875	0.8253011366	0.6711568856
876	0.8258515078	0.6707933534
877	0.8258478576	0.6700952242
878	0.8261808407	0.6696969837
879	0.8265636367	0.6691968804
880	0.8265003132	0.6685663731
881	0.8269556532	0.668089786
882	0.8270786651	0.6679299928
883	0.8278311501	0.6675839162
884	0.8280747698	0.6671367129
885	0.8274280836	0.6666237203
886	0.8272334874	0.6661879317
887	0.8283719207	0.6656026986
888	0.8285740151	0.6651368203
889	0.8290403853	0.6644542346
890	0.829240449	0.6639024754
891	0.830247372	0.6633727227
892	0.8298966764	0.6629872385
893	0.8296229999	0.6624319032
894	0.8296477558	0.6618425851
895	0.8299653789	0.6614266302
896	0.8301339569	0.6612588278
897	0.8308981316	0.6606344806
898	0.8312882386	0.6601282028
899	0.8314477544	0.6592852782
900	0.8316034389	0.6584181471
901	0.8318049186	0.6579821695
902	0.832013879	0.6576133073
903	0.8318237437	0.6568846646
